PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,Dhi,Dni,Ghi,SnowWater,WindSpeed10m,Zenith,AlbedoDaily
2019-12-31T02:00:00Z,2019-12-31T01:00:00Z,PT60M,-3.2,81,0,0,0,16.8,6.2,130,0.57
2019-12-31T03:00:00Z,2019-12-31T02:00:00Z,PT60M,-3.3,67,0,0,0,17.1,6.3,140,0.57
2019-12-31T04:00:00Z,2019-12-31T03:00:00Z,PT60M,-3.1,48,0,0,0,17.3,6.1,148,0.57
2019-12-31T05:00:00Z,2019-12-31T04:00:00Z,PT60M,-3.1,22,0,0,0,17.3,5.4,154,0.57
2019-12-31T06:00:00Z,2019-12-31T05:00:00Z,PT60M,-3.1,-11,0,0,0,17.3,5.2,155,0.57
2019-12-31T07:00:00Z,2019-12-31T06:00:00Z,PT60M,-2.8,-40,0,0,0,17.3,5.3,151,0.57
2019-12-31T08:00:00Z,2019-12-31T07:00:00Z,PT60M,-2.4,-61,0,0,0,17.3,5.1,143,0.57
2019-12-31T09:00:00Z,2019-12-31T08:00:00Z,PT60M,-2.3,-76,0,0,0,17.3,5.0,134,0.57
2019-12-31T10:00:00Z,2019-12-31T09:00:00Z,PT60M,-2.5,-89,0,0,0,17.3,4.6,124,0.57
2019-12-31T11:00:00Z,2019-12-31T10:00:00Z,PT60M,-2.9,-99,0,0,0,17.3,4.6,113,0.57
2019-12-31T12:00:00Z,2019-12-31T11:00:00Z,PT60M,-3.5,-110,0,0,0,17.3,4.5,104,0.57
2019-12-31T13:00:00Z,2019-12-31T12:00:00Z,PT60M,-3.7,-120,0,0,0,17.4,4.3,94,0.57
2019-12-31T14:00:00Z,2019-12-31T13:00:00Z,PT60M,-3.5,-131,26,5,26,17.4,4.4,86,0.57
2019-12-31T15:00:00Z,2019-12-31T14:00:00Z,PT60M,-3.0,-143,92,0,92,17.4,4.3,79,0.57
2019-12-31T16:00:00Z,2019-12-31T15:00:00Z,PT60M,-2.5,-156,150,5,151,17.4,4.1,74,0.57
2019-12-31T17:00:00Z,2019-12-31T16:00:00Z,PT60M,-2.0,-170,178,4,179,17.4,3.9,71,0.57
2019-12-31T18:00:00Z,2019-12-31T17:00:00Z,PT60M,-1.5,175,156,0,156,17.4,3.7,71,0.57
2019-12-31T19:00:00Z,2019-12-31T18:00:00Z,PT60M,-1.1,161,144,0,144,17.3,3.6,73,0.57
2019-12-31T20:00:00Z,2019-12-31T19:00:00Z,PT60M,-1.0,147,121,0,121,17.3,3.1,77,0.57
2019-12-31T21:00:00Z,2019-12-31T20:00:00Z,PT60M,-1.4,135,48,8,50,17.3,2.4,84,0.57
2019-12-31T22:00:00Z,2019-12-31T21:00:00Z,PT60M,-2.1,124,1,0,1,17.3,2.1,92,0.57
2019-12-31T23:00:00Z,2019-12-31T22:00:00Z,PT60M,-2.6,113,0,0,0,17.4,2.2,100,0.57
2020-01-01T00:00:00Z,2019-12-31T23:00:00Z,PT60M,-2.7,103,0,0,0,16.9,1.6,110,0.57
2020-01-01T01:00:00Z,2020-01-01T00:00:00Z,PT60M,-2.8,92,0,0,0,16.3,1.3,120,0.57
2020-01-01T02:00:00Z,2020-01-01T01:00:00Z,PT60M,-3.1,81,0,0,0,16.4,1.2,130,0.57
2020-01-01T03:00:00Z,2020-01-01T02:00:00Z,PT60M,-3.6,67,0,0,0,16.4,0.8,140,0.57
2020-01-01T04:00:00Z,2020-01-01T03:00:00Z,PT60M,-4.1,48,0,0,0,16.5,0.4,148,0.57
2020-01-01T05:00:00Z,2020-01-01T04:00:00Z,PT60M,-4.4,22,0,0,0,16.5,0.5,154,0.57
2020-01-01T06:00:00Z,2020-01-01T05:00:00Z,PT60M,-4.7,-10,0,0,0,16.5,1.0,155,0.57
2020-01-01T07:00:00Z,2020-01-01T06:00:00Z,PT60M,-5.0,-40,0,0,0,16.5,1.6,151,0.57
2020-01-01T08:00:00Z,2020-01-01T07:00:00Z,PT60M,-5.3,-61,0,0,0,16.5,2.0,143,0.57
2020-01-01T09:00:00Z,2020-01-01T08:00:00Z,PT60M,-5.5,-76,0,0,0,16.5,2.1,134,0.57
2020-01-01T10:00:00Z,2020-01-01T09:00:00Z,PT60M,-5.6,-88,0,0,0,16.5,1.9,124,0.57
2020-01-01T11:00:00Z,2020-01-01T10:00:00Z,PT60M,-5.9,-99,0,0,0,16.5,2.0,114,0.57
2020-01-01T12:00:00Z,2020-01-01T11:00:00Z,PT60M,-6.0,-109,0,0,0,16.7,2.4,104,0.57
2020-01-01T13:00:00Z,2020-01-01T12:00:00Z,PT60M,-5.7,-120,0,0,0,16.9,2.8,95,0.57
2020-01-01T14:00:00Z,2020-01-01T13:00:00Z,PT60M,-5.5,-131,28,71,35,17.0,2.9,86,0.57
2020-01-01T15:00:00Z,2020-01-01T14:00:00Z,PT60M,-5.1,-143,82,0,82,17.1,2.8,79,0.57
2020-01-01T16:00:00Z,2020-01-01T15:00:00Z,PT60M,-4.4,-156,113,0,113,17.0,2.8,74,0.57
2020-01-01T17:00:00Z,2020-01-01T16:00:00Z,PT60M,-3.9,-170,118,0,118,16.9,3.0,71,0.57
2020-01-01T18:00:00Z,2020-01-01T17:00:00Z,PT60M,-3.6,175,126,0,126,16.9,3.3,71,0.57
2020-01-01T19:00:00Z,2020-01-01T18:00:00Z,PT60M,-3.5,161,154,0,154,16.9,3.6,73,0.57
2020-01-01T20:00:00Z,2020-01-01T19:00:00Z,PT60M,-3.8,147,115,0,115,16.9,3.7,77,0.57
2020-01-01T21:00:00Z,2020-01-01T20:00:00Z,PT60M,-4.5,135,52,0,52,16.9,3.6,84,0.57
2020-01-01T22:00:00Z,2020-01-01T21:00:00Z,PT60M,-5.6,124,2,0,2,17.0,2.9,91,0.57
2020-01-01T23:00:00Z,2020-01-01T22:00:00Z,PT60M,-6.6,113,0,0,0,17.1,2.4,100,0.57
2020-01-02T00:00:00Z,2020-01-01T23:00:00Z,PT60M,-6.7,103,0,0,0,17.3,2.6,110,0.57
2020-01-02T01:00:00Z,2020-01-02T00:00:00Z,PT60M,-6.4,92,0,0,0,17.4,3.0,120,0.57
2020-01-02T02:00:00Z,2020-01-02T01:00:00Z,PT60M,-6.8,81,0,0,0,17.4,2.7,130,0.57
2020-01-02T03:00:00Z,2020-01-02T02:00:00Z,PT60M,-7.8,67,0,0,0,17.4,2.0,140,0.57
2020-01-02T04:00:00Z,2020-01-02T03:00:00Z,PT60M,-8.2,48,0,0,0,17.4,1.9,148,0.57
2020-01-02T05:00:00Z,2020-01-02T04:00:00Z,PT60M,-7.9,22,0,0,0,17.4,2.2,154,0.57
2020-01-02T06:00:00Z,2020-01-02T05:00:00Z,PT60M,-7.5,-10,0,0,0,17.4,2.2,155,0.57
2020-01-02T07:00:00Z,2020-01-02T06:00:00Z,PT60M,-7.2,-39,0,0,0,17.4,2.0,151,0.58
2020-01-02T08:00:00Z,2020-01-02T07:00:00Z,PT60M,-6.7,-61,0,0,0,17.4,1.9,143,0.58
2020-01-02T09:00:00Z,2020-01-02T08:00:00Z,PT60M,-6.0,-76,0,0,0,17.4,2.2,134,0.58
2020-01-02T10:00:00Z,2020-01-02T09:00:00Z,PT60M,-5.4,-88,0,0,0,17.4,2.6,124,0.58
2020-01-02T11:00:00Z,2020-01-02T10:00:00Z,PT60M,-5.0,-99,0,0,0,17.4,3.0,114,0.58
2020-01-02T12:00:00Z,2020-01-02T11:00:00Z,PT60M,-4.8,-109,0,0,0,17.4,3.3,104,0.58
2020-01-02T13:00:00Z,2020-01-02T12:00:00Z,PT60M,-4.6,-120,0,0,0,17.4,3.5,95,0.58
2020-01-02T14:00:00Z,2020-01-02T13:00:00Z,PT60M,-4.3,-131,25,34,28,17.2,3.7,86,0.58
2020-01-02T15:00:00Z,2020-01-02T14:00:00Z,PT60M,-3.6,-143,105,14,107,17.1,3.8,79,0.58
2020-01-02T16:00:00Z,2020-01-02T15:00:00Z,PT60M,-2.8,-156,133,19,138,17.1,3.6,74,0.58
2020-01-02T17:00:00Z,2020-01-02T16:00:00Z,PT60M,-1.9,-170,123,0,123,17.1,3.5,71,0.58
2020-01-02T18:00:00Z,2020-01-02T17:00:00Z,PT60M,-1.3,175,148,0,148,17.1,3.5,71,0.58
2020-01-02T19:00:00Z,2020-01-02T18:00:00Z,PT60M,-1.1,161,125,0,125,17.4,3.6,73,0.58
2020-01-02T20:00:00Z,2020-01-02T19:00:00Z,PT60M,-0.8,148,94,0,94,17.8,3.8,77,0.58
2020-01-02T21:00:00Z,2020-01-02T20:00:00Z,PT60M,-0.6,135,43,0,43,18.1,3.9,83,0.58
2020-01-02T22:00:00Z,2020-01-02T21:00:00Z,PT60M,-0.3,124,1,0,1,18.5,4.0,91,0.58
2020-01-02T23:00:00Z,2020-01-02T22:00:00Z,PT60M,-0.1,113,0,0,0,18.6,4.2,100,0.58
2020-01-03T00:00:00Z,2020-01-02T23:00:00Z,PT60M,-0.0,103,0,0,0,19.5,4.3,110,0.58
2020-01-03T01:00:00Z,2020-01-03T00:00:00Z,PT60M,0.1,92,0,0,0,20.5,4.5,120,0.58
2020-01-03T02:00:00Z,2020-01-03T01:00:00Z,PT60M,0.4,81,0,0,0,20.3,4.4,130,0.58
2020-01-03T03:00:00Z,2020-01-03T02:00:00Z,PT60M,0.7,67,0,0,0,19.4,3.7,140,0.58
2020-01-03T04:00:00Z,2020-01-03T03:00:00Z,PT60M,0.8,48,0,0,0,18.6,3.6,148,0.58
2020-01-03T05:00:00Z,2020-01-03T04:00:00Z,PT60M,0.9,22,0,0,0,17.9,3.8,154,0.58
2020-01-03T06:00:00Z,2020-01-03T05:00:00Z,PT60M,1.0,-10,0,0,0,17.1,3.6,155,0.58
2020-01-03T07:00:00Z,2020-01-03T06:00:00Z,PT60M,1.1,-39,0,0,0,16.4,3.5,151,0.55
2020-01-03T08:00:00Z,2020-01-03T07:00:00Z,PT60M,1.2,-60,0,0,0,15.6,3.3,143,0.55
2020-01-03T09:00:00Z,2020-01-03T08:00:00Z,PT60M,1.3,-76,0,0,0,15.0,3.2,134,0.55
2020-01-03T10:00:00Z,2020-01-03T09:00:00Z,PT60M,1.4,-88,0,0,0,14.6,3.3,124,0.55
2020-01-03T11:00:00Z,2020-01-03T10:00:00Z,PT60M,1.3,-99,0,0,0,14.1,3.3,114,0.55
2020-01-03T12:00:00Z,2020-01-03T11:00:00Z,PT60M,1.3,-109,0,0,0,13.7,3.5,104,0.55
2020-01-03T13:00:00Z,2020-01-03T12:00:00Z,PT60M,1.2,-120,0,0,0,13.2,3.7,95,0.55
2020-01-03T14:00:00Z,2020-01-03T13:00:00Z,PT60M,1.1,-131,31,19,33,12.6,3.3,86,0.55
2020-01-03T15:00:00Z,2020-01-03T14:00:00Z,PT60M,1.1,-143,92,1,92,11.9,3.1,79,0.55
2020-01-03T16:00:00Z,2020-01-03T15:00:00Z,PT60M,1.1,-156,137,0,137,11.3,3.2,74,0.55
2020-01-03T17:00:00Z,2020-01-03T16:00:00Z,PT60M,0.9,-170,115,0,115,10.9,3.5,71,0.55
2020-01-03T18:00:00Z,2020-01-03T17:00:00Z,PT60M,0.8,176,108,0,108,10.5,4.3,71,0.55
2020-01-03T19:00:00Z,2020-01-03T18:00:00Z,PT60M,0.6,161,118,0,118,10.1,4.6,73,0.55
2020-01-03T20:00:00Z,2020-01-03T19:00:00Z,PT60M,0.4,148,111,15,114,9.7,4.3,77,0.55
2020-01-03T21:00:00Z,2020-01-03T20:00:00Z,PT60M,-0.2,135,59,86,71,9.8,4.0,83,0.55
2020-01-03T22:00:00Z,2020-01-03T21:00:00Z,PT60M,-0.9,124,3,30,6,9.9,3.5,91,0.55
2020-01-03T23:00:00Z,2020-01-03T22:00:00Z,PT60M,-2.0,113,0,0,0,9.9,3.3,100,0.55
2020-01-04T00:00:00Z,2020-01-03T23:00:00Z,PT60M,-3.2,103,0,0,0,13.6,3.6,110,0.55
2020-01-04T01:00:00Z,2020-01-04T00:00:00Z,PT60M,-3.8,92,0,0,0,17.3,3.6,120,0.55
2020-01-04T02:00:00Z,2020-01-04T01:00:00Z,PT60M,-4.5,81,0,0,0,17.3,3.2,130,0.55
2020-01-04T03:00:00Z,2020-01-04T02:00:00Z,PT60M,-5.6,67,0,0,0,17.3,2.7,139,0.55
2020-01-04T04:00:00Z,2020-01-04T03:00:00Z,PT60M,-6.9,48,0,0,0,17.3,2.2,148,0.55
2020-01-04T05:00:00Z,2020-01-04T04:00:00Z,PT60M,-7.9,22,0,0,0,17.3,2.0,154,0.55
2020-01-04T06:00:00Z,2020-01-04T05:00:00Z,PT60M,-8.4,-10,0,0,0,17.3,2.1,155,0.55
2020-01-04T07:00:00Z,2020-01-04T06:00:00Z,PT60M,-8.7,-39,0,0,0,17.3,2.5,151,0.57
2020-01-04T08:00:00Z,2020-01-04T07:00:00Z,PT60M,-9.5,-60,0,0,0,17.3,2.4,143,0.57
2020-01-04T09:00:00Z,2020-01-04T08:00:00Z,PT60M,-10.3,-76,0,0,0,17.3,2.1,134,0.57
2020-01-04T10:00:00Z,2020-01-04T09:00:00Z,PT60M,-10.9,-88,0,0,0,17.3,1.9,124,0.57
2020-01-04T11:00:00Z,2020-01-04T10:00:00Z,PT60M,-11.1,-99,0,0,0,17.3,1.3,114,0.57
2020-01-04T12:00:00Z,2020-01-04T11:00:00Z,PT60M,-10.8,-109,0,0,0,17.3,1.3,104,0.57
2020-01-04T13:00:00Z,2020-01-04T12:00:00Z,PT60M,-10.7,-119,0,0,0,17.3,1.8,95,0.57
2020-01-04T14:00:00Z,2020-01-04T13:00:00Z,PT60M,-10.7,-130,29,25,32,17.3,2.0,86,0.57
2020-01-04T15:00:00Z,2020-01-04T14:00:00Z,PT60M,-10.3,-142,104,66,114,17.3,1.9,79,0.57
2020-01-04T16:00:00Z,2020-01-04T15:00:00Z,PT60M,-9.5,-156,153,1,153,17.3,1.6,74,0.57
2020-01-04T17:00:00Z,2020-01-04T16:00:00Z,PT60M,-8.4,-170,168,0,168,17.3,1.4,71,0.57
2020-01-04T18:00:00Z,2020-01-04T17:00:00Z,PT60M,-7.5,176,159,0,159,17.3,1.5,71,0.57
2020-01-04T19:00:00Z,2020-01-04T18:00:00Z,PT60M,-7.3,161,149,0,149,17.3,2.0,73,0.57
2020-01-04T20:00:00Z,2020-01-04T19:00:00Z,PT60M,-7.4,148,121,5,122,17.3,2.3,77,0.57
2020-01-04T21:00:00Z,2020-01-04T20:00:00Z,PT60M,-7.8,135,60,10,61,17.1,2.3,83,0.57
2020-01-04T22:00:00Z,2020-01-04T21:00:00Z,PT60M,-8.5,124,1,0,1,16.9,2.3,91,0.57
2020-01-04T23:00:00Z,2020-01-04T22:00:00Z,PT60M,-9.0,113,0,0,0,17.0,2.4,100,0.57
2020-01-05T00:00:00Z,2020-01-04T23:00:00Z,PT60M,-9.3,103,0,0,0,18.1,2.8,110,0.57
2020-01-05T01:00:00Z,2020-01-05T00:00:00Z,PT60M,-9.6,92,0,0,0,19.4,3.1,119,0.57
2020-01-05T02:00:00Z,2020-01-05T01:00:00Z,PT60M,-10.1,81,0,0,0,19.8,2.9,130,0.57
2020-01-05T03:00:00Z,2020-01-05T02:00:00Z,PT60M,-10.8,67,0,0,0,19.9,2.7,139,0.57
2020-01-05T04:00:00Z,2020-01-05T03:00:00Z,PT60M,-11.6,48,0,0,0,19.9,2.7,148,0.57
2020-01-05T05:00:00Z,2020-01-05T04:00:00Z,PT60M,-12.3,22,0,0,0,19.9,2.9,154,0.57
2020-01-05T06:00:00Z,2020-01-05T05:00:00Z,PT60M,-12.9,-9,0,0,0,19.9,3.3,155,0.57
2020-01-05T07:00:00Z,2020-01-05T06:00:00Z,PT60M,-13.5,-39,0,0,0,19.9,3.4,151,0.56
2020-01-05T08:00:00Z,2020-01-05T07:00:00Z,PT60M,-14.3,-60,0,0,0,19.9,3.2,143,0.56
2020-01-05T09:00:00Z,2020-01-05T08:00:00Z,PT60M,-15.0,-75,0,0,0,19.9,3.1,134,0.56
2020-01-05T10:00:00Z,2020-01-05T09:00:00Z,PT60M,-15.5,-88,0,0,0,19.9,3.2,124,0.56
2020-01-05T11:00:00Z,2020-01-05T10:00:00Z,PT60M,-16.1,-99,0,0,0,19.9,3.2,114,0.56
2020-01-05T12:00:00Z,2020-01-05T11:00:00Z,PT60M,-16.8,-109,0,0,0,19.9,2.8,104,0.56
2020-01-05T13:00:00Z,2020-01-05T12:00:00Z,PT60M,-17.3,-119,0,0,0,19.9,2.6,95,0.56
2020-01-05T14:00:00Z,2020-01-05T13:00:00Z,PT60M,-17.4,-130,23,227,47,19.9,2.7,86,0.56
2020-01-05T15:00:00Z,2020-01-05T14:00:00Z,PT60M,-16.7,-142,67,494,156,19.9,2.7,79,0.56
2020-01-05T16:00:00Z,2020-01-05T15:00:00Z,PT60M,-15.4,-156,131,355,228,19.9,2.4,74,0.56
2020-01-05T17:00:00Z,2020-01-05T16:00:00Z,PT60M,-13.7,-170,209,36,221,19.9,2.1,71,0.56
2020-01-05T18:00:00Z,2020-01-05T17:00:00Z,PT60M,-12.1,176,207,107,243,19.9,1.9,70,0.56
2020-01-05T19:00:00Z,2020-01-05T18:00:00Z,PT60M,-11.4,161,168,220,234,19.8,2.0,72,0.56
2020-01-05T20:00:00Z,2020-01-05T19:00:00Z,PT60M,-11.3,148,117,254,175,19.7,1.7,77,0.56
2020-01-05T21:00:00Z,2020-01-05T20:00:00Z,PT60M,-11.9,135,40,427,95,19.7,1.4,83,0.56
2020-01-05T22:00:00Z,2020-01-05T21:00:00Z,PT60M,-12.9,124,5,3,6,19.7,1.1,91,0.56
2020-01-05T23:00:00Z,2020-01-05T22:00:00Z,PT60M,-13.8,113,0,0,0,19.7,0.8,100,0.56
2020-01-06T00:00:00Z,2020-01-05T23:00:00Z,PT60M,-14.1,103,0,0,0,19.6,0.3,109,0.56
2020-01-06T01:00:00Z,2020-01-06T00:00:00Z,PT60M,-14.0,92,0,0,0,19.6,0.6,119,0.56
2020-01-06T02:00:00Z,2020-01-06T01:00:00Z,PT60M,-13.8,81,0,0,0,19.6,1.7,129,0.56
2020-01-06T03:00:00Z,2020-01-06T02:00:00Z,PT60M,-13.7,67,0,0,0,19.6,2.2,139,0.56
2020-01-06T04:00:00Z,2020-01-06T03:00:00Z,PT60M,-14.0,48,0,0,0,19.6,1.8,148,0.56
2020-01-06T05:00:00Z,2020-01-06T04:00:00Z,PT60M,-14.2,23,0,0,0,19.6,1.8,154,0.56
2020-01-06T06:00:00Z,2020-01-06T05:00:00Z,PT60M,-13.7,-9,0,0,0,19.6,2.5,155,0.56
2020-01-06T07:00:00Z,2020-01-06T06:00:00Z,PT60M,-13.1,-38,0,0,0,19.6,2.9,151,0.58
2020-01-06T08:00:00Z,2020-01-06T07:00:00Z,PT60M,-12.6,-60,0,0,0,19.6,2.8,143,0.58
2020-01-06T09:00:00Z,2020-01-06T08:00:00Z,PT60M,-12.1,-75,0,0,0,19.3,2.8,134,0.58
2020-01-06T10:00:00Z,2020-01-06T09:00:00Z,PT60M,-11.6,-88,0,0,0,19.1,2.9,124,0.58
2020-01-06T11:00:00Z,2020-01-06T10:00:00Z,PT60M,-11.1,-98,0,0,0,19.4,3.2,114,0.58
2020-01-06T12:00:00Z,2020-01-06T11:00:00Z,PT60M,-10.9,-109,0,0,0,19.9,3.4,104,0.58
2020-01-06T13:00:00Z,2020-01-06T12:00:00Z,PT60M,-10.7,-119,0,0,0,20.2,3.5,94,0.58
2020-01-06T14:00:00Z,2020-01-06T13:00:00Z,PT60M,-10.3,-130,25,0,25,20.7,3.6,86,0.58
2020-01-06T15:00:00Z,2020-01-06T14:00:00Z,PT60M,-9.6,-142,87,0,87,21.2,3.7,79,0.58
2020-01-06T16:00:00Z,2020-01-06T15:00:00Z,PT60M,-8.6,-155,139,0,139,21.5,3.8,74,0.58
2020-01-06T17:00:00Z,2020-01-06T16:00:00Z,PT60M,-7.7,-170,149,0,149,21.9,3.8,71,0.58
2020-01-06T18:00:00Z,2020-01-06T17:00:00Z,PT60M,-7.1,176,161,0,161,22.2,3.6,70,0.58
2020-01-06T19:00:00Z,2020-01-06T18:00:00Z,PT60M,-6.5,161,135,0,135,22.5,3.5,72,0.58
2020-01-06T20:00:00Z,2020-01-06T19:00:00Z,PT60M,-5.8,148,130,2,130,22.7,3.4,77,0.58
2020-01-06T21:00:00Z,2020-01-06T20:00:00Z,PT60M,-5.5,135,60,83,69,22.8,3.9,83,0.58
2020-01-06T22:00:00Z,2020-01-06T21:00:00Z,PT60M,-6.6,124,5,10,6,22.9,3.9,91,0.58
2020-01-06T23:00:00Z,2020-01-06T22:00:00Z,PT60M,-8.5,113,0,0,0,22.9,2.5,100,0.58
2020-01-07T00:00:00Z,2020-01-06T23:00:00Z,PT60M,-10.0,103,0,0,0,22.5,1.9,109,0.58
2020-01-07T01:00:00Z,2020-01-07T00:00:00Z,PT60M,-10.6,92,0,0,0,22.1,2.0,119,0.58
2020-01-07T02:00:00Z,2020-01-07T01:00:00Z,PT60M,-10.5,81,0,0,0,22.1,2.6,129,0.58
2020-01-07T03:00:00Z,2020-01-07T02:00:00Z,PT60M,-10.8,67,0,0,0,22.1,3.4,139,0.58
2020-01-07T04:00:00Z,2020-01-07T03:00:00Z,PT60M,-12.1,48,0,0,0,22.1,3.5,148,0.58
2020-01-07T05:00:00Z,2020-01-07T04:00:00Z,PT60M,-13.5,23,0,0,0,22.1,3.2,153,0.58
2020-01-07T06:00:00Z,2020-01-07T05:00:00Z,PT60M,-14.1,-9,0,0,0,22.1,3.1,155,0.58
2020-01-07T07:00:00Z,2020-01-07T06:00:00Z,PT60M,-14.1,-38,0,0,0,22.1,3.1,151,0.57
2020-01-07T08:00:00Z,2020-01-07T07:00:00Z,PT60M,-14.0,-59,0,0,0,22.1,2.9,143,0.57
2020-01-07T09:00:00Z,2020-01-07T08:00:00Z,PT60M,-14.5,-75,0,0,0,22.1,2.6,134,0.57
2020-01-07T10:00:00Z,2020-01-07T09:00:00Z,PT60M,-15.3,-87,0,0,0,22.1,2.3,124,0.57
2020-01-07T11:00:00Z,2020-01-07T10:00:00Z,PT60M,-15.9,-98,0,0,0,22.1,2.0,114,0.57
2020-01-07T12:00:00Z,2020-01-07T11:00:00Z,PT60M,-16.1,-109,0,0,0,22.1,1.8,104,0.57
2020-01-07T13:00:00Z,2020-01-07T12:00:00Z,PT60M,-16.1,-119,0,0,0,22.1,1.8,94,0.57
2020-01-07T14:00:00Z,2020-01-07T13:00:00Z,PT60M,-15.3,-130,19,313,51,22.1,2.2,86,0.57
2020-01-07T15:00:00Z,2020-01-07T14:00:00Z,PT60M,-13.3,-142,53,622,170,22.1,2.7,79,0.57
2020-01-07T16:00:00Z,2020-01-07T15:00:00Z,PT60M,-11.2,-155,76,687,267,22.1,2.8,74,0.57
2020-01-07T17:00:00Z,2020-01-07T16:00:00Z,PT60M,-9.6,-169,66,818,335,22.1,2.8,71,0.57
2020-01-07T18:00:00Z,2020-01-07T17:00:00Z,PT60M,-8.0,176,120,572,315,22.1,3.3,70,0.57
2020-01-07T19:00:00Z,2020-01-07T18:00:00Z,PT60M,-6.4,161,166,243,240,22.1,3.9,72,0.57
2020-01-07T20:00:00Z,2020-01-07T19:00:00Z,PT60M,-5.3,148,115,218,170,22.0,4.3,76,0.57
2020-01-07T21:00:00Z,2020-01-07T20:00:00Z,PT60M,-4.9,135,60,22,62,21.9,4.3,83,0.57
2020-01-07T22:00:00Z,2020-01-07T21:00:00Z,PT60M,-4.7,124,1,0,1,21.9,4.2,91,0.57
2020-01-07T23:00:00Z,2020-01-07T22:00:00Z,PT60M,-4.7,113,0,0,0,21.9,4.4,99,0.57
2020-01-08T00:00:00Z,2020-01-07T23:00:00Z,PT60M,-4.4,103,0,0,0,22.0,4.9,109,0.57
2020-01-08T01:00:00Z,2020-01-08T00:00:00Z,PT60M,-3.9,92,0,0,0,22.1,5.1,119,0.57
2020-01-08T02:00:00Z,2020-01-08T01:00:00Z,PT60M,-3.8,81,0,0,0,22.1,5.0,129,0.57
2020-01-08T03:00:00Z,2020-01-08T02:00:00Z,PT60M,-3.7,67,0,0,0,22.4,5.0,139,0.57
2020-01-08T04:00:00Z,2020-01-08T03:00:00Z,PT60M,-3.5,48,0,0,0,22.9,4.9,147,0.57
2020-01-08T05:00:00Z,2020-01-08T04:00:00Z,PT60M,-3.4,23,0,0,0,23.1,4.6,153,0.57
2020-01-08T06:00:00Z,2020-01-08T05:00:00Z,PT60M,-3.6,-9,0,0,0,23.1,3.8,155,0.57
2020-01-08T07:00:00Z,2020-01-08T06:00:00Z,PT60M,-4.0,-38,0,0,0,23.2,2.8,151,0.58
2020-01-08T08:00:00Z,2020-01-08T07:00:00Z,PT60M,-4.5,-59,0,0,0,23.5,2.5,143,0.58
2020-01-08T09:00:00Z,2020-01-08T08:00:00Z,PT60M,-5.8,-75,0,0,0,23.7,3.0,134,0.58
2020-01-08T10:00:00Z,2020-01-08T09:00:00Z,PT60M,-7.4,-87,0,0,0,23.7,2.7,124,0.58
2020-01-08T11:00:00Z,2020-01-08T10:00:00Z,PT60M,-9.3,-98,0,0,0,23.7,2.6,114,0.58
2020-01-08T12:00:00Z,2020-01-08T11:00:00Z,PT60M,-10.7,-108,0,0,0,23.7,2.8,104,0.58
2020-01-08T13:00:00Z,2020-01-08T12:00:00Z,PT60M,-11.4,-119,0,0,0,23.7,3.1,94,0.58
2020-01-08T14:00:00Z,2020-01-08T13:00:00Z,PT60M,-12.0,-130,30,0,30,23.7,3.8,86,0.58
2020-01-08T15:00:00Z,2020-01-08T14:00:00Z,PT60M,-12.7,-142,93,15,97,23.7,4.6,79,0.58
2020-01-08T16:00:00Z,2020-01-08T15:00:00Z,PT60M,-13.7,-155,144,296,226,23.7,5.0,74,0.58
2020-01-08T17:00:00Z,2020-01-08T16:00:00Z,PT60M,-14.5,-169,206,2,207,23.7,5.0,71,0.58
2020-01-08T18:00:00Z,2020-01-08T17:00:00Z,PT60M,-14.8,176,219,9,222,23.7,5.3,70,0.58
2020-01-08T19:00:00Z,2020-01-08T18:00:00Z,PT60M,-15.1,162,186,0,186,23.7,5.5,72,0.58
2020-01-08T20:00:00Z,2020-01-08T19:00:00Z,PT60M,-15.7,148,146,19,151,23.8,5.7,76,0.58
2020-01-08T21:00:00Z,2020-01-08T20:00:00Z,PT60M,-16.3,135,58,237,88,23.9,5.7,83,0.58
2020-01-08T22:00:00Z,2020-01-08T21:00:00Z,PT60M,-16.9,124,6,10,7,24.0,5.5,90,0.58
2020-01-08T23:00:00Z,2020-01-08T22:00:00Z,PT60M,-17.3,113,0,0,0,24.1,5.4,99,0.58
2020-01-09T00:00:00Z,2020-01-08T23:00:00Z,PT60M,-17.8,103,0,0,0,24.1,5.1,109,0.58
2020-01-09T01:00:00Z,2020-01-09T00:00:00Z,PT60M,-18.5,92,0,0,0,24.1,4.8,119,0.58
2020-01-09T02:00:00Z,2020-01-09T01:00:00Z,PT60M,-19.4,81,0,0,0,24.1,4.9,129,0.58
2020-01-09T03:00:00Z,2020-01-09T02:00:00Z,PT60M,-20.4,67,0,0,0,24.2,4.4,139,0.58
2020-01-09T04:00:00Z,2020-01-09T03:00:00Z,PT60M,-21.5,48,0,0,0,24.3,3.7,147,0.58
2020-01-09T05:00:00Z,2020-01-09T04:00:00Z,PT60M,-22.6,23,0,0,0,24.2,3.4,153,0.58
2020-01-09T06:00:00Z,2020-01-09T05:00:00Z,PT60M,-23.6,-8,0,0,0,24.1,3.1,154,0.58
2020-01-09T07:00:00Z,2020-01-09T06:00:00Z,PT60M,-24.5,-37,0,0,0,24.1,2.7,150,0.57
2020-01-09T08:00:00Z,2020-01-09T07:00:00Z,PT60M,-25.3,-59,0,0,0,24.1,2.3,143,0.57
