PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,Dhi,Dni,Ghi,SnowWater,WindSpeed10m,Zenith,AlbedoDaily
2020-05-07T00:00:00Z,2020-05-06T23:00:00Z,PT60M,6.0,74,60,135,81,0.0,4.2,82,0.09
2020-05-07T01:00:00Z,2020-05-07T00:00:00Z,PT60M,3.5,63,4,0,4,0.0,3.9,91,0.09
2020-05-07T02:00:00Z,2020-05-07T01:00:00Z,PT60M,1.7,51,0,0,0,0.0,3.3,100,0.09
2020-05-07T03:00:00Z,2020-05-07T02:00:00Z,PT60M,0.6,39,0,0,0,0.0,3.2,107,0.09
2020-05-07T04:00:00Z,2020-05-07T03:00:00Z,PT60M,-0.2,24,0,0,0,0.0,3.2,112,0.09
2020-05-07T05:00:00Z,2020-05-07T04:00:00Z,PT60M,-1.0,9,0,0,0,0.0,3.2,115,0.09
2020-05-07T06:00:00Z,2020-05-07T05:00:00Z,PT60M,-1.4,-7,0,0,0,0.0,3.2,116,0.09
2020-05-07T07:00:00Z,2020-05-07T06:00:00Z,PT60M,-1.5,-22,0,0,0,0.0,3.2,113,0.09
2020-05-07T08:00:00Z,2020-05-07T07:00:00Z,PT60M,-1.8,-37,0,0,0,0.0,3.5,108,0.09
2020-05-07T09:00:00Z,2020-05-07T08:00:00Z,PT60M,-1.9,-50,0,0,0,0.0,3.4,101,0.09
2020-05-07T10:00:00Z,2020-05-07T09:00:00Z,PT60M,-2.1,-61,1,0,1,0.0,3.2,93,0.09
2020-05-07T11:00:00Z,2020-05-07T10:00:00Z,PT60M,-2.2,-72,49,0,49,0.0,3.3,83,0.09
2020-05-07T12:00:00Z,2020-05-07T11:00:00Z,PT60M,-1.8,-83,120,0,120,0.0,3.6,73,0.09
2020-05-07T13:00:00Z,2020-05-07T12:00:00Z,PT60M,-1.3,-94,192,0,192,0.0,3.8,63,0.09
2020-05-07T14:00:00Z,2020-05-07T13:00:00Z,PT60M,-0.2,-106,217,0,217,0.0,3.8,53,0.09
2020-05-07T15:00:00Z,2020-05-07T14:00:00Z,PT60M,1.7,-121,338,0,338,0.0,3.6,44,0.09
2020-05-07T16:00:00Z,2020-05-07T15:00:00Z,PT60M,3.2,-140,445,0,445,0.0,3.7,36,0.09
2020-05-07T17:00:00Z,2020-05-07T16:00:00Z,PT60M,3.9,-164,509,132,622,0.0,4.0,32,0.09
2020-05-07T18:00:00Z,2020-05-07T17:00:00Z,PT60M,4.5,168,175,851,901,0.0,4.1,31,0.09
2020-05-07T19:00:00Z,2020-05-07T18:00:00Z,PT60M,5.0,143,118,949,890,0.0,4.3,36,0.09
2020-05-07T20:00:00Z,2020-05-07T19:00:00Z,PT60M,5.4,123,119,913,787,0.0,4.6,43,0.09
2020-05-07T21:00:00Z,2020-05-07T20:00:00Z,PT60M,5.5,108,98,895,649,0.0,4.9,52,0.09
2020-05-07T22:00:00Z,2020-05-07T21:00:00Z,PT60M,4.9,96,82,834,476,0.0,5.1,62,0.09
2020-05-07T23:00:00Z,2020-05-07T22:00:00Z,PT60M,3.8,85,77,643,281,0.0,5.0,72,0.09
2020-05-08T00:00:00Z,2020-05-07T23:00:00Z,PT60M,1.8,74,51,321,102,0.0,4.2,82,0.09
2020-05-08T01:00:00Z,2020-05-08T00:00:00Z,PT60M,-0.8,63,4,23,6,0.0,3.1,91,0.09
2020-05-08T02:00:00Z,2020-05-08T01:00:00Z,PT60M,-2.4,51,0,0,0,0.0,2.9,100,0.09
2020-05-08T03:00:00Z,2020-05-08T02:00:00Z,PT60M,-3.1,38,0,0,0,0.0,3.4,107,0.09
2020-05-08T04:00:00Z,2020-05-08T03:00:00Z,PT60M,-3.7,24,0,0,0,0.0,3.9,112,0.09
2020-05-08T05:00:00Z,2020-05-08T04:00:00Z,PT60M,-4.4,9,0,0,0,0.0,4.0,115,0.09
2020-05-08T06:00:00Z,2020-05-08T05:00:00Z,PT60M,-5.0,-7,0,0,0,0.0,3.4,115,0.09
2020-05-08T07:00:00Z,2020-05-08T06:00:00Z,PT60M,-5.4,-22,0,0,0,0.0,2.7,113,0.09
2020-05-08T08:00:00Z,2020-05-08T07:00:00Z,PT60M,-5.6,-37,0,0,0,0.0,2.6,108,0.09
2020-05-08T09:00:00Z,2020-05-08T08:00:00Z,PT60M,-5.8,-50,0,0,0,0.0,2.8,101,0.09
2020-05-08T10:00:00Z,2020-05-08T09:00:00Z,PT60M,-6.1,-61,1,0,1,0.0,3.3,92,0.09
2020-05-08T11:00:00Z,2020-05-08T10:00:00Z,PT60M,-6.1,-72,56,0,56,0.0,3.4,83,0.09
2020-05-08T12:00:00Z,2020-05-08T11:00:00Z,PT60M,-5.5,-83,165,37,178,0.0,3.2,73,0.09
2020-05-08T13:00:00Z,2020-05-08T12:00:00Z,PT60M,-4.3,-94,191,411,388,0.0,3.1,63,0.09
2020-05-08T14:00:00Z,2020-05-08T13:00:00Z,PT60M,-2.8,-106,201,626,576,0.0,3.4,53,0.09
2020-05-08T15:00:00Z,2020-05-08T14:00:00Z,PT60M,-1.1,-121,260,597,692,0.0,3.7,44,0.09
2020-05-08T16:00:00Z,2020-05-08T15:00:00Z,PT60M,0.3,-140,122,943,884,0.0,3.9,36,0.09
2020-05-08T17:00:00Z,2020-05-08T16:00:00Z,PT60M,1.5,-164,172,876,920,0.0,4.0,31,0.09
2020-05-08T18:00:00Z,2020-05-08T17:00:00Z,PT60M,2.0,168,186,853,917,0.0,4.6,31,0.09
2020-05-08T19:00:00Z,2020-05-08T18:00:00Z,PT60M,2.1,143,344,500,757,0.0,5.1,35,0.09
2020-05-08T20:00:00Z,2020-05-08T19:00:00Z,PT60M,2.3,123,462,56,504,0.0,5.1,43,0.09
2020-05-08T21:00:00Z,2020-05-08T20:00:00Z,PT60M,2.2,108,378,68,422,0.0,5.0,52,0.09
2020-05-08T22:00:00Z,2020-05-08T21:00:00Z,PT60M,1.8,95,238,261,362,0.0,4.9,62,0.09
2020-05-08T23:00:00Z,2020-05-08T22:00:00Z,PT60M,0.8,84,144,326,246,0.0,4.9,72,0.09
2020-05-09T00:00:00Z,2020-05-08T23:00:00Z,PT60M,-1.0,74,69,128,90,0.0,4.4,82,0.09
2020-05-09T01:00:00Z,2020-05-09T00:00:00Z,PT60M,-2.8,63,4,0,4,0.0,3.7,91,0.09
2020-05-09T02:00:00Z,2020-05-09T01:00:00Z,PT60M,-4.1,51,0,0,0,0.0,3.5,100,0.09
2020-05-09T03:00:00Z,2020-05-09T02:00:00Z,PT60M,-4.5,38,0,0,0,0.0,3.4,107,0.09
2020-05-09T04:00:00Z,2020-05-09T03:00:00Z,PT60M,-4.6,24,0,0,0,0.0,3.2,112,0.09
2020-05-09T05:00:00Z,2020-05-09T04:00:00Z,PT60M,-4.7,9,0,0,0,0.0,3.3,115,0.09
2020-05-09T06:00:00Z,2020-05-09T05:00:00Z,PT60M,-4.9,-7,0,0,0,0.0,3.7,115,0.09
2020-05-09T07:00:00Z,2020-05-09T06:00:00Z,PT60M,-4.8,-22,0,0,0,0.0,4.0,112,0.1
2020-05-09T08:00:00Z,2020-05-09T07:00:00Z,PT60M,-4.7,-36,0,0,0,0.0,4.1,107,0.1
2020-05-09T09:00:00Z,2020-05-09T08:00:00Z,PT60M,-4.8,-49,0,0,0,0.0,4.1,101,0.1
2020-05-09T10:00:00Z,2020-05-09T09:00:00Z,PT60M,-4.9,-61,2,0,2,0.0,4.2,92,0.1
2020-05-09T11:00:00Z,2020-05-09T10:00:00Z,PT60M,-4.6,-72,59,0,59,0.0,4.5,83,0.1
2020-05-09T12:00:00Z,2020-05-09T11:00:00Z,PT60M,-3.9,-83,159,0,159,0.3,4.4,73,0.1
2020-05-09T13:00:00Z,2020-05-09T12:00:00Z,PT60M,-3.1,-94,263,40,280,0.6,4.4,63,0.1
2020-05-09T14:00:00Z,2020-05-09T13:00:00Z,PT60M,-2.2,-106,380,42,407,0.6,4.7,53,0.1
2020-05-09T15:00:00Z,2020-05-09T14:00:00Z,PT60M,-0.9,-121,436,25,452,0.6,4.9,44,0.1
2020-05-09T16:00:00Z,2020-05-09T15:00:00Z,PT60M,0.1,-140,443,0,443,0.5,5.1,36,0.1
2020-05-09T17:00:00Z,2020-05-09T16:00:00Z,PT60M,0.9,-164,524,0,524,0.2,5.3,31,0.1
2020-05-09T18:00:00Z,2020-05-09T17:00:00Z,PT60M,1.5,168,495,0,495,0.0,5.5,31,0.1
2020-05-09T19:00:00Z,2020-05-09T18:00:00Z,PT60M,2.2,143,403,0,403,0.0,5.6,35,0.1
2020-05-09T20:00:00Z,2020-05-09T19:00:00Z,PT60M,2.7,123,336,0,336,0.0,5.5,42,0.1
2020-05-09T21:00:00Z,2020-05-09T20:00:00Z,PT60M,2.7,108,265,0,265,0.0,5.4,52,0.1
2020-05-09T22:00:00Z,2020-05-09T21:00:00Z,PT60M,2.5,95,207,0,207,0.0,5.3,61,0.1
2020-05-09T23:00:00Z,2020-05-09T22:00:00Z,PT60M,2.0,84,109,0,109,0.0,5.1,72,0.1
2020-05-10T00:00:00Z,2020-05-09T23:00:00Z,PT60M,0.8,73,61,0,61,0.0,4.3,82,0.1
2020-05-10T01:00:00Z,2020-05-10T00:00:00Z,PT60M,-0.8,63,3,0,3,0.0,3.3,91,0.1
2020-05-10T02:00:00Z,2020-05-10T01:00:00Z,PT60M,-1.8,51,0,0,0,0.0,3.1,99,0.1
2020-05-10T03:00:00Z,2020-05-10T02:00:00Z,PT60M,-2.2,38,0,0,0,0.0,3.3,106,0.1
2020-05-10T04:00:00Z,2020-05-10T03:00:00Z,PT60M,-2.4,24,0,0,0,0.0,3.5,112,0.1
2020-05-10T05:00:00Z,2020-05-10T04:00:00Z,PT60M,-2.4,9,0,0,0,0.0,3.8,115,0.1
2020-05-10T06:00:00Z,2020-05-10T05:00:00Z,PT60M,-2.7,-7,0,0,0,0.0,4.0,115,0.1
2020-05-10T07:00:00Z,2020-05-10T06:00:00Z,PT60M,-2.8,-22,0,0,0,0.0,4.0,112,0.09
2020-05-10T08:00:00Z,2020-05-10T07:00:00Z,PT60M,-2.7,-36,0,0,0,0.0,4.3,107,0.09
2020-05-10T09:00:00Z,2020-05-10T08:00:00Z,PT60M,-2.5,-49,0,0,0,0.0,4.7,100,0.09
2020-05-10T10:00:00Z,2020-05-10T09:00:00Z,PT60M,-2.4,-61,2,0,2,0.0,4.9,92,0.09
2020-05-10T11:00:00Z,2020-05-10T10:00:00Z,PT60M,-2.1,-72,62,0,62,0.0,5.0,83,0.09
2020-05-10T12:00:00Z,2020-05-10T11:00:00Z,PT60M,-1.6,-83,157,0,157,0.0,5.0,73,0.09
2020-05-10T13:00:00Z,2020-05-10T12:00:00Z,PT60M,-1.0,-94,245,3,246,0.0,5.1,63,0.09
2020-05-10T14:00:00Z,2020-05-10T13:00:00Z,PT60M,-0.2,-106,335,4,337,0.0,5.3,53,0.09
2020-05-10T15:00:00Z,2020-05-10T14:00:00Z,PT60M,1.0,-120,295,0,295,0.0,5.4,43,0.09
2020-05-10T16:00:00Z,2020-05-10T15:00:00Z,PT60M,2.6,-139,295,0,295,0.0,5.5,36,0.09
2020-05-10T17:00:00Z,2020-05-10T16:00:00Z,PT60M,4.3,-164,243,0,243,0.0,5.5,31,0.09
2020-05-10T18:00:00Z,2020-05-10T17:00:00Z,PT60M,5.4,168,264,0,264,0.0,5.7,31,0.09
2020-05-10T19:00:00Z,2020-05-10T18:00:00Z,PT60M,5.8,142,319,0,319,0.0,5.9,35,0.09
2020-05-10T20:00:00Z,2020-05-10T19:00:00Z,PT60M,6.1,123,315,0,315,0.0,5.8,42,0.09
2020-05-10T21:00:00Z,2020-05-10T20:00:00Z,PT60M,6.0,107,239,0,239,0.0,5.8,51,0.09
2020-05-10T22:00:00Z,2020-05-10T21:00:00Z,PT60M,5.3,95,207,0,207,0.0,5.6,61,0.09
2020-05-10T23:00:00Z,2020-05-10T22:00:00Z,PT60M,4.1,84,139,0,139,0.0,5.2,71,0.09
2020-05-11T00:00:00Z,2020-05-10T23:00:00Z,PT60M,2.4,73,64,0,64,0.0,4.2,81,0.09
2020-05-11T01:00:00Z,2020-05-11T00:00:00Z,PT60M,0.5,62,5,0,5,0.0,3.3,91,0.09
2020-05-11T02:00:00Z,2020-05-11T01:00:00Z,PT60M,-0.8,51,0,0,0,0.0,3.3,99,0.09
2020-05-11T03:00:00Z,2020-05-11T02:00:00Z,PT60M,-1.6,38,0,0,0,0.0,3.5,106,0.09
2020-05-11T04:00:00Z,2020-05-11T03:00:00Z,PT60M,-2.4,24,0,0,0,0.0,3.5,111,0.09
2020-05-11T05:00:00Z,2020-05-11T04:00:00Z,PT60M,-3.2,9,0,0,0,0.0,3.4,114,0.09
2020-05-11T06:00:00Z,2020-05-11T05:00:00Z,PT60M,-3.5,-7,0,0,0,0.0,3.5,114,0.09
2020-05-11T07:00:00Z,2020-05-11T06:00:00Z,PT60M,-3.8,-22,0,0,0,0.0,3.8,112,0.09
2020-05-11T08:00:00Z,2020-05-11T07:00:00Z,PT60M,-4.5,-36,0,0,0,0.0,4.0,107,0.09
2020-05-11T09:00:00Z,2020-05-11T08:00:00Z,PT60M,-5.6,-49,0,0,0,0.0,3.9,100,0.09
2020-05-11T10:00:00Z,2020-05-11T09:00:00Z,PT60M,-6.4,-61,2,0,2,0.0,3.8,92,0.09
2020-05-11T11:00:00Z,2020-05-11T10:00:00Z,PT60M,-6.6,-72,54,0,54,0.0,3.8,83,0.09
2020-05-11T12:00:00Z,2020-05-11T11:00:00Z,PT60M,-5.7,-82,165,82,193,0.0,3.7,73,0.09
2020-05-11T13:00:00Z,2020-05-11T12:00:00Z,PT60M,-4.4,-93,253,194,341,0.0,3.6,63,0.09
2020-05-11T14:00:00Z,2020-05-11T13:00:00Z,PT60M,-3.0,-105,319,267,487,0.0,3.5,53,0.09
2020-05-11T15:00:00Z,2020-05-11T14:00:00Z,PT60M,-1.3,-120,219,674,712,0.0,3.4,43,0.09
2020-05-11T16:00:00Z,2020-05-11T15:00:00Z,PT60M,0.4,-139,127,912,869,0.0,3.2,35,0.09
2020-05-11T17:00:00Z,2020-05-11T16:00:00Z,PT60M,2.0,-164,150,896,920,0.0,3.1,31,0.09
2020-05-11T18:00:00Z,2020-05-11T17:00:00Z,PT60M,3.1,168,176,857,916,0.0,3.1,30,0.09
2020-05-11T19:00:00Z,2020-05-11T18:00:00Z,PT60M,3.6,142,144,895,882,0.0,3.2,35,0.09
2020-05-11T20:00:00Z,2020-05-11T19:00:00Z,PT60M,3.9,122,138,872,787,0.0,3.3,42,0.09
2020-05-11T21:00:00Z,2020-05-11T20:00:00Z,PT60M,4.0,107,167,736,627,0.0,3.5,51,0.09
2020-05-11T22:00:00Z,2020-05-11T21:00:00Z,PT60M,3.8,95,78,859,494,0.0,3.6,61,0.09
2020-05-11T23:00:00Z,2020-05-11T22:00:00Z,PT60M,3.1,84,67,725,304,0.0,3.5,71,0.09
2020-05-12T00:00:00Z,2020-05-11T23:00:00Z,PT60M,1.2,73,43,464,122,0.0,2.8,81,0.09
2020-05-12T01:00:00Z,2020-05-12T00:00:00Z,PT60M,-1.5,62,5,40,9,0.0,1.9,90,0.09
2020-05-12T02:00:00Z,2020-05-12T01:00:00Z,PT60M,-3.3,51,0,0,0,0.0,1.6,99,0.09
2020-05-12T03:00:00Z,2020-05-12T02:00:00Z,PT60M,-4.2,38,0,0,0,0.0,1.4,106,0.09
2020-05-12T04:00:00Z,2020-05-12T03:00:00Z,PT60M,-4.9,24,0,0,0,0.0,1.4,111,0.09
2020-05-12T05:00:00Z,2020-05-12T04:00:00Z,PT60M,-5.5,9,0,0,0,0.0,1.5,114,0.09
2020-05-12T06:00:00Z,2020-05-12T05:00:00Z,PT60M,-5.8,-7,0,0,0,0.0,1.4,114,0.09
2020-05-12T07:00:00Z,2020-05-12T06:00:00Z,PT60M,-6.0,-22,0,0,0,0.0,1.2,112,0.09
2020-05-12T08:00:00Z,2020-05-12T07:00:00Z,PT60M,-6.1,-36,0,0,0,0.0,0.9,107,0.09
2020-05-12T09:00:00Z,2020-05-12T08:00:00Z,PT60M,-6.2,-49,0,0,0,0.0,0.5,100,0.09
2020-05-12T10:00:00Z,2020-05-12T09:00:00Z,PT60M,-6.0,-61,3,18,4,0.0,0.1,92,0.09
2020-05-12T11:00:00Z,2020-05-12T10:00:00Z,PT60M,-4.6,-72,36,438,101,0.0,0.4,82,0.09
2020-05-12T12:00:00Z,2020-05-12T11:00:00Z,PT60M,-1.7,-82,62,705,277,0.0,0.9,72,0.09
2020-05-12T13:00:00Z,2020-05-12T12:00:00Z,PT60M,0.5,-93,80,829,465,0.0,1.5,62,0.09
2020-05-12T14:00:00Z,2020-05-12T13:00:00Z,PT60M,1.8,-105,93,897,641,0.0,2.2,52,0.09
2020-05-12T15:00:00Z,2020-05-12T14:00:00Z,PT60M,3.2,-120,103,937,788,0.0,2.6,43,0.09
2020-05-12T16:00:00Z,2020-05-12T15:00:00Z,PT60M,4.4,-139,280,638,798,0.0,2.9,35,0.09
2020-05-12T17:00:00Z,2020-05-12T16:00:00Z,PT60M,5.3,-164,323,591,834,0.0,3.2,30,0.09
2020-05-12T18:00:00Z,2020-05-12T17:00:00Z,PT60M,5.7,168,301,637,853,0.0,3.6,30,0.09
2020-05-12T19:00:00Z,2020-05-12T18:00:00Z,PT60M,5.9,142,344,433,706,0.0,3.8,34,0.09
2020-05-12T20:00:00Z,2020-05-12T19:00:00Z,PT60M,6.2,122,391,139,498,0.0,4.0,42,0.09
2020-05-12T21:00:00Z,2020-05-12T20:00:00Z,PT60M,6.2,107,279,424,540,0.0,4.3,51,0.09
2020-05-12T22:00:00Z,2020-05-12T21:00:00Z,PT60M,5.8,95,161,576,445,0.0,4.3,61,0.09
2020-05-12T23:00:00Z,2020-05-12T22:00:00Z,PT60M,5.1,83,127,414,265,0.0,4.0,71,0.09
2020-05-13T00:00:00Z,2020-05-12T23:00:00Z,PT60M,3.3,73,60,302,110,0.0,3.2,81,0.09
2020-05-13T01:00:00Z,2020-05-13T00:00:00Z,PT60M,0.6,62,7,22,9,0.0,2.5,90,0.09
2020-05-13T02:00:00Z,2020-05-13T01:00:00Z,PT60M,-1.0,51,0,0,0,0.0,2.5,99,0.09
2020-05-13T03:00:00Z,2020-05-13T02:00:00Z,PT60M,-1.8,38,0,0,0,0.0,2.5,106,0.09
2020-05-13T04:00:00Z,2020-05-13T03:00:00Z,PT60M,-2.9,24,0,0,0,0.0,2.2,111,0.09
2020-05-13T05:00:00Z,2020-05-13T04:00:00Z,PT60M,-3.7,9,0,0,0,0.0,1.6,114,0.09
2020-05-13T06:00:00Z,2020-05-13T05:00:00Z,PT60M,-4.3,-7,0,0,0,0.0,1.3,114,0.09
2020-05-13T07:00:00Z,2020-05-13T06:00:00Z,PT60M,-4.5,-22,0,0,0,0.0,1.3,111,0.09
2020-05-13T08:00:00Z,2020-05-13T07:00:00Z,PT60M,-4.7,-36,0,0,0,0.0,1.7,106,0.09
2020-05-13T09:00:00Z,2020-05-13T08:00:00Z,PT60M,-4.8,-49,0,0,0,0.0,1.9,100,0.09
2020-05-13T10:00:00Z,2020-05-13T09:00:00Z,PT60M,-4.8,-61,3,13,4,0.0,1.9,91,0.09
2020-05-13T11:00:00Z,2020-05-13T10:00:00Z,PT60M,-3.5,-71,41,361,97,0.0,2.0,82,0.09
2020-05-13T12:00:00Z,2020-05-13T11:00:00Z,PT60M,-0.7,-82,71,643,269,0.0,2.4,72,0.09
2020-05-13T13:00:00Z,2020-05-13T12:00:00Z,PT60M,1.9,-93,89,783,455,0.0,2.9,62,0.09
2020-05-13T14:00:00Z,2020-05-13T13:00:00Z,PT60M,3.9,-105,102,860,629,0.0,3.1,52,0.09
2020-05-13T15:00:00Z,2020-05-13T14:00:00Z,PT60M,6.0,-120,109,907,774,0.0,3.1,43,0.09
2020-05-13T16:00:00Z,2020-05-13T15:00:00Z,PT60M,7.9,-139,106,946,881,0.0,3.2,35,0.09
2020-05-13T17:00:00Z,2020-05-13T16:00:00Z,PT60M,9.6,-164,119,943,934,0.0,3.3,30,0.09
2020-05-13T18:00:00Z,2020-05-13T17:00:00Z,PT60M,10.6,168,126,935,937,0.0,3.6,30,0.09
2020-05-13T19:00:00Z,2020-05-13T18:00:00Z,PT60M,11.3,142,112,945,894,0.0,3.8,34,0.09
2020-05-13T20:00:00Z,2020-05-13T19:00:00Z,PT60M,11.9,122,109,920,796,0.0,4.0,42,0.09
2020-05-13T21:00:00Z,2020-05-13T20:00:00Z,PT60M,12.1,107,102,875,655,0.0,4.1,51,0.09
2020-05-13T22:00:00Z,2020-05-13T21:00:00Z,PT60M,11.9,94,90,805,484,0.0,4.1,61,0.09
2020-05-13T23:00:00Z,2020-05-13T22:00:00Z,PT60M,11.2,83,71,690,299,0.0,3.5,71,0.09
2020-05-14T00:00:00Z,2020-05-13T23:00:00Z,PT60M,9.0,73,45,433,121,0.0,2.4,81,0.09
2020-05-14T01:00:00Z,2020-05-14T00:00:00Z,PT60M,5.9,62,6,43,10,0.0,1.9,90,0.09
2020-05-14T02:00:00Z,2020-05-14T01:00:00Z,PT60M,4.1,50,0,0,0,0.0,1.8,98,0.09
2020-05-14T03:00:00Z,2020-05-14T02:00:00Z,PT60M,3.1,38,0,0,0,0.0,1.6,106,0.09
2020-05-14T04:00:00Z,2020-05-14T03:00:00Z,PT60M,2.3,24,0,0,0,0.0,1.6,111,0.09
2020-05-14T05:00:00Z,2020-05-14T04:00:00Z,PT60M,1.5,9,0,0,0,0.0,1.9,114,0.09
2020-05-14T06:00:00Z,2020-05-14T05:00:00Z,PT60M,0.7,-7,0,0,0,0.0,1.6,114,0.09
2020-05-14T07:00:00Z,2020-05-14T06:00:00Z,PT60M,0.4,-22,0,0,0,0.0,1.5,111,0.09
2020-05-14T08:00:00Z,2020-05-14T07:00:00Z,PT60M,0.3,-36,0,0,0,0.0,1.6,106,0.09
2020-05-14T09:00:00Z,2020-05-14T08:00:00Z,PT60M,-0.2,-49,0,0,0,0.0,1.6,99,0.09
2020-05-14T10:00:00Z,2020-05-14T09:00:00Z,PT60M,-0.6,-60,4,6,5,0.0,1.4,91,0.09
2020-05-14T11:00:00Z,2020-05-14T10:00:00Z,PT60M,0.8,-71,48,315,95,0.0,1.2,82,0.09
2020-05-14T12:00:00Z,2020-05-14T11:00:00Z,PT60M,4.2,-82,103,457,252,0.0,1.4,72,0.09
2020-05-14T13:00:00Z,2020-05-14T12:00:00Z,PT60M,7.6,-93,95,758,452,0.0,1.6,62,0.09
2020-05-14T14:00:00Z,2020-05-14T13:00:00Z,PT60M,10.3,-105,103,850,626,0.0,1.8,52,0.09
2020-05-14T15:00:00Z,2020-05-14T14:00:00Z,PT60M,12.0,-120,123,872,764,0.0,2.0,43,0.09
2020-05-14T16:00:00Z,2020-05-14T15:00:00Z,PT60M,13.0,-139,256,668,802,0.0,2.7,35,0.09
2020-05-14T17:00:00Z,2020-05-14T16:00:00Z,PT60M,14.0,-164,431,358,740,0.0,3.1,30,0.09
2020-05-14T18:00:00Z,2020-05-14T17:00:00Z,PT60M,14.4,167,518,0,518,0.0,3.2,30,0.09
2020-05-14T19:00:00Z,2020-05-14T18:00:00Z,PT60M,14.5,142,364,0,364,0.0,3.3,34,0.09
2020-05-14T20:00:00Z,2020-05-14T19:00:00Z,PT60M,14.9,122,337,0,337,0.0,3.5,41,0.09
2020-05-14T21:00:00Z,2020-05-14T20:00:00Z,PT60M,15.2,107,225,0,225,0.0,3.5,51,0.09
2020-05-14T22:00:00Z,2020-05-14T21:00:00Z,PT60M,14.7,94,125,0,125,0.0,3.3,61,0.09
2020-05-14T23:00:00Z,2020-05-14T22:00:00Z,PT60M,13.0,83,42,0,42,0.0,2.7,71,0.09
2020-05-15T00:00:00Z,2020-05-14T23:00:00Z,PT60M,10.4,73,26,0,26,0.0,1.6,81,0.09
2020-05-15T01:00:00Z,2020-05-15T00:00:00Z,PT60M,7.9,62,5,0,5,0.0,1.4,90,0.09
2020-05-15T02:00:00Z,2020-05-15T01:00:00Z,PT60M,6.5,50,0,0,0,0.0,2.4,98,0.09
2020-05-15T03:00:00Z,2020-05-15T02:00:00Z,PT60M,5.7,38,0,0,0,0.0,3.2,105,0.09
2020-05-15T04:00:00Z,2020-05-15T03:00:00Z,PT60M,5.3,24,0,0,0,0.0,3.1,110,0.09
2020-05-15T05:00:00Z,2020-05-15T04:00:00Z,PT60M,5.2,9,0,0,0,0.0,3.2,113,0.09
2020-05-15T06:00:00Z,2020-05-15T05:00:00Z,PT60M,5.3,-7,0,0,0,0.0,3.5,113,0.09
2020-05-15T07:00:00Z,2020-05-15T06:00:00Z,PT60M,5.4,-22,0,0,0,0.0,3.3,111,0.09
2020-05-15T08:00:00Z,2020-05-15T07:00:00Z,PT60M,5.5,-36,0,0,0,0.0,2.7,106,0.09
2020-05-15T09:00:00Z,2020-05-15T08:00:00Z,PT60M,5.5,-49,0,0,0,0.0,2.2,99,0.09
2020-05-15T10:00:00Z,2020-05-15T09:00:00Z,PT60M,5.6,-60,4,0,4,0.0,2.2,91,0.09
2020-05-15T11:00:00Z,2020-05-15T10:00:00Z,PT60M,5.6,-71,42,0,42,0.0,2.2,82,0.09
2020-05-15T12:00:00Z,2020-05-15T11:00:00Z,PT60M,6.0,-82,98,0,98,0.0,2.2,72,0.09
2020-05-15T13:00:00Z,2020-05-15T12:00:00Z,PT60M,6.3,-93,154,0,154,0.0,2.1,62,0.09
2020-05-15T14:00:00Z,2020-05-15T13:00:00Z,PT60M,7.4,-105,204,0,204,0.0,2.1,52,0.09
2020-05-15T15:00:00Z,2020-05-15T14:00:00Z,PT60M,8.7,-119,190,0,190,0.0,1.8,42,0.09
2020-05-15T16:00:00Z,2020-05-15T15:00:00Z,PT60M,8.9,-138,141,0,141,0.0,1.6,35,0.09
2020-05-15T17:00:00Z,2020-05-15T16:00:00Z,PT60M,8.9,-164,128,0,128,0.0,1.8,30,0.09
2020-05-15T18:00:00Z,2020-05-15T17:00:00Z,PT60M,10.1,167,124,0,124,0.0,1.6,29,0.09
2020-05-15T19:00:00Z,2020-05-15T18:00:00Z,PT60M,11.4,141,110,0,110,0.0,0.7,34,0.09
2020-05-15T20:00:00Z,2020-05-15T19:00:00Z,PT60M,11.1,121,122,0,122,0.0,0.5,41,0.09
2020-05-15T21:00:00Z,2020-05-15T20:00:00Z,PT60M,10.0,106,181,0,181,0.0,0.8,50,0.09
2020-05-15T22:00:00Z,2020-05-15T21:00:00Z,PT60M,9.5,94,155,0,155,0.0,1.2,60,0.09
2020-05-15T23:00:00Z,2020-05-15T22:00:00Z,PT60M,9.5,83,122,0,122,0.0,1.3,71,0.09
2020-05-16T00:00:00Z,2020-05-15T23:00:00Z,PT60M,9.1,72,43,0,43,0.0,1.7,80,0.09
2020-05-16T01:00:00Z,2020-05-16T00:00:00Z,PT60M,8.4,62,5,0,5,0.0,1.9,90,0.09
2020-05-16T02:00:00Z,2020-05-16T01:00:00Z,PT60M,7.7,50,0,0,0,0.0,2.2,98,0.09
2020-05-16T03:00:00Z,2020-05-16T02:00:00Z,PT60M,7.2,38,0,0,0,0.0,2.7,105,0.09
2020-05-16T04:00:00Z,2020-05-16T03:00:00Z,PT60M,7.2,24,0,0,0,0.0,3.0,110,0.09
2020-05-16T05:00:00Z,2020-05-16T04:00:00Z,PT60M,7.2,9,0,0,0,0.0,3.0,113,0.09
2020-05-16T06:00:00Z,2020-05-16T05:00:00Z,PT60M,6.0,-7,0,0,0,0.0,2.8,113,0.09
2020-05-16T07:00:00Z,2020-05-16T06:00:00Z,PT60M,4.7,-22,0,0,0,0.0,2.6,111,0.09
