air_temp,albedo,azimuth,dhi,dni,ghi,snow_depth,wind_speed_10m,zenith,period_end,period
-1,0.39,90,0,0,0,10.4,1.4,123,2020-01-01T01:00:00Z,PT60M
-1,0.39,78,0,0,0,10.4,1.2,134,2020-01-01T02:00:00Z,PT60M
-1,0.39,64,0,0,0,10.5,1.2,144,2020-01-01T03:00:00Z,PT60M
-1,0.39,43,0,0,0,10.8,1.5,152,2020-01-01T04:00:00Z,PT60M
-1,0.39,12,0,0,0,11,2.4,157,2020-01-01T05:00:00Z,PT60M
-0,0.44,-23,0,0,0,11.4,3.8,156,2020-01-01T06:00:00Z,PT60M
-0,0.44,-50,0,0,0,11.6,4.4,150,2020-01-01T07:00:00Z,PT60M
-0,0.44,-69,0,0,0,11.6,4.1,141,2020-01-01T08:00:00Z,PT60M
-1,0.44,-82,0,0,0,11.6,3.6,131,2020-01-01T09:00:00Z,PT60M
-1,0.44,-93,0,0,0,12.1,3.6,120,2020-01-01T10:00:00Z,PT60M
-2,0.44,-103,0,0,0,12.5,3.5,110,2020-01-01T11:00:00Z,PT60M
-2,0.44,-113,0,0,0,12.4,3.2,100,2020-01-01T12:00:00Z,PT60M
-2,0.44,-123,2,0,2,12.1,3.3,90,2020-01-01T13:00:00Z,PT60M
-1,0.44,-135,48,0,48,12,3.3,82,2020-01-01T14:00:00Z,PT60M
-1,0.44,-147,78,0,78,12,3.8,76,2020-01-01T15:00:00Z,PT60M
-1,0.44,-160,114,0,114,12.1,5,71,2020-01-01T16:00:00Z,PT60M
-1,0.44,-175,133,0,133,12.4,5.9,69,2020-01-01T17:00:00Z,PT60M
-2,0.44,170,144,0,144,12.5,5.8,69,2020-01-01T18:00:00Z,PT60M
-2,0.44,156,98,0,98,12.5,5.5,72,2020-01-01T19:00:00Z,PT60M
-2,0.44,143,50,0,50,12.6,5.1,78,2020-01-01T20:00:00Z,PT60M
-2,0.44,131,23,0,23,12.6,4.6,85,2020-01-01T21:00:00Z,PT60M
-2,0.44,120,0,0,0,12.6,4.2,93,2020-01-01T22:00:00Z,PT60M
-2,0.44,110,0,0,0,12.6,3.9,103,2020-01-01T23:00:00Z,PT60M
-2,0.44,100,0,0,0,12.4,3.9,113,2020-01-02T00:00:00Z,PT60M
-2,0.44,90,0,0,0,12.2,4,123,2020-01-02T01:00:00Z,PT60M
-1,0.44,78,0,0,0,12.4,4.1,134,2020-01-02T02:00:00Z,PT60M
-1,0.44,64,0,0,0,12.6,4.4,144,2020-01-02T03:00:00Z,PT60M
-0,0.44,43,0,0,0,12.8,4.6,152,2020-01-02T04:00:00Z,PT60M
0,0.44,12,0,0,0,12.9,4.7,157,2020-01-02T05:00:00Z,PT60M
0,0.46,-22,0,0,0,12.9,4.8,156,2020-01-02T06:00:00Z,PT60M
0,0.46,-50,0,0,0,12.9,4.7,150,2020-01-02T07:00:00Z,PT60M
-0,0.46,-69,0,0,0,12.9,4.6,141,2020-01-02T08:00:00Z,PT60M
-1,0.46,-82,0,0,0,12.9,4.4,131,2020-01-02T09:00:00Z,PT60M
-2,0.46,-93,0,0,0,13.3,4.1,120,2020-01-02T10:00:00Z,PT60M
-2,0.46,-103,0,0,0,14,3.7,110,2020-01-02T11:00:00Z,PT60M
-3,0.46,-113,0,0,0,14.3,3.3,100,2020-01-02T12:00:00Z,PT60M
-3,0.46,-123,6,0,6,14.4,2.9,90,2020-01-02T13:00:00Z,PT60M
-3,0.46,-134,66,0,66,14.6,2.7,82,2020-01-02T14:00:00Z,PT60M
-2,0.46,-147,140,55,155,14.8,2.5,76,2020-01-02T15:00:00Z,PT60M
-1,0.46,-160,188,6,190,14.9,2.6,71,2020-01-02T16:00:00Z,PT60M
0,0.46,-175,202,0,202,14.9,2.8,69,2020-01-02T17:00:00Z,PT60M
1,0.46,170,186,0,186,14.8,2.8,69,2020-01-02T18:00:00Z,PT60M
1,0.46,156,134,0,134,14.6,2.5,72,2020-01-02T19:00:00Z,PT60M
1,0.46,143,72,0,72,14.6,2.3,77,2020-01-02T20:00:00Z,PT60M
2,0.46,131,23,0,23,14.5,2.4,85,2020-01-02T21:00:00Z,PT60M
1,0.46,120,0,0,0,14.4,2.7,93,2020-01-02T22:00:00Z,PT60M
1,0.46,110,0,0,0,14.3,3.1,103,2020-01-02T23:00:00Z,PT60M
1,0.46,100,0,0,0,14.3,3.5,113,2020-01-03T00:00:00Z,PT60M
1,0.46,90,0,0,0,14.2,3.7,123,2020-01-03T01:00:00Z,PT60M
1,0.46,78,0,0,0,14,3.8,134,2020-01-03T02:00:00Z,PT60M
1,0.46,64,0,0,0,14,3.8,144,2020-01-03T03:00:00Z,PT60M
2,0.46,43,0,0,0,13.9,3.8,152,2020-01-03T04:00:00Z,PT60M
2,0.46,13,0,0,0,13.7,3.7,157,2020-01-03T05:00:00Z,PT60M
2,0.4,-22,0,0,0,13.6,3.7,156,2020-01-03T06:00:00Z,PT60M
2,0.4,-50,0,0,0,13.6,3.7,150,2020-01-03T07:00:00Z,PT60M
2,0.4,-68,0,0,0,13.5,3.6,141,2020-01-03T08:00:00Z,PT60M
2,0.4,-82,0,0,0,13.5,3.6,131,2020-01-03T09:00:00Z,PT60M
2,0.4,-93,0,0,0,13.2,3.6,120,2020-01-03T10:00:00Z,PT60M
2,0.4,-103,0,0,0,12.9,3.3,110,2020-01-03T11:00:00Z,PT60M
2,0.4,-113,0,0,0,12.9,2.9,100,2020-01-03T12:00:00Z,PT60M
2,0.4,-123,3,0,3,13,2.9,90,2020-01-03T13:00:00Z,PT60M
3,0.4,-134,43,0,43,13.1,3.1,82,2020-01-03T14:00:00Z,PT60M
3,0.4,-147,51,0,51,13,3.2,76,2020-01-03T15:00:00Z,PT60M
3,0.4,-160,113,0,113,12.7,3.2,71,2020-01-03T16:00:00Z,PT60M
4,0.4,-175,143,0,143,12.4,3.3,69,2020-01-03T17:00:00Z,PT60M
4,0.4,170,90,0,90,12,3.3,69,2020-01-03T18:00:00Z,PT60M
4,0.4,156,98,0,98,11.6,3.2,72,2020-01-03T19:00:00Z,PT60M
4,0.4,143,88,0,88,11.1,3.1,77,2020-01-03T20:00:00Z,PT60M
4,0.4,131,32,0,32,10.8,2.8,84,2020-01-03T21:00:00Z,PT60M
3,0.4,120,0,0,0,10.6,2.5,93,2020-01-03T22:00:00Z,PT60M
3,0.4,110,0,0,0,10.6,2.6,103,2020-01-03T23:00:00Z,PT60M
3,0.4,100,0,0,0,10.4,2.7,113,2020-01-04T00:00:00Z,PT60M
3,0.4,90,0,0,0,10.1,2.8,123,2020-01-04T01:00:00Z,PT60M
3,0.4,78,0,0,0,10,2.9,134,2020-01-04T02:00:00Z,PT60M
3,0.4,64,0,0,0,9.9,2.8,143,2020-01-04T03:00:00Z,PT60M
3,0.4,43,0,0,0,9.8,2.8,152,2020-01-04T04:00:00Z,PT60M
2,0.4,13,0,0,0,9.7,2.8,157,2020-01-04T05:00:00Z,PT60M
1,0.32,-22,0,0,0,9.7,2.7,156,2020-01-04T06:00:00Z,PT60M
1,0.32,-49,0,0,0,9.7,2.5,150,2020-01-04T07:00:00Z,PT60M
0,0.32,-68,0,0,0,9.8,2.3,141,2020-01-04T08:00:00Z,PT60M
-0,0.32,-82,0,0,0,9.8,2.2,131,2020-01-04T09:00:00Z,PT60M
-0,0.32,-93,0,0,0,9.3,2,120,2020-01-04T10:00:00Z,PT60M
0,0.32,-103,0,0,0,8.6,1.6,110,2020-01-04T11:00:00Z,PT60M
0,0.32,-113,0,0,0,8.4,1.2,100,2020-01-04T12:00:00Z,PT60M
0,0.32,-123,1,0,1,8.2,0.9,90,2020-01-04T13:00:00Z,PT60M
1,0.32,-134,60,13,62,8.3,0.6,82,2020-01-04T14:00:00Z,PT60M
1,0.32,-147,78,0,78,8.3,0.9,76,2020-01-04T15:00:00Z,PT60M
1,0.32,-160,57,0,57,8.2,1.3,71,2020-01-04T16:00:00Z,PT60M
1,0.32,-175,75,0,75,8.2,1.2,69,2020-01-04T17:00:00Z,PT60M
1,0.32,171,86,0,86,8.2,0.8,69,2020-01-04T18:00:00Z,PT60M
1,0.32,156,110,0,110,8.4,0.7,72,2020-01-04T19:00:00Z,PT60M
0,0.32,143,49,0,49,8.6,1.1,77,2020-01-04T20:00:00Z,PT60M
-0,0.32,131,17,0,17,9,1.7,84,2020-01-04T21:00:00Z,PT60M
-1,0.32,120,0,0,0,9.4,2.1,93,2020-01-04T22:00:00Z,PT60M
-1,0.32,110,0,0,0,9.9,2.1,102,2020-01-04T23:00:00Z,PT60M
-1,0.32,100,0,0,0,10.1,2.2,113,2020-01-05T00:00:00Z,PT60M
-1,0.32,90,0,0,0,10.2,2.4,123,2020-01-05T01:00:00Z,PT60M
-2,0.32,78,0,0,0,10.4,2.6,133,2020-01-05T02:00:00Z,PT60M
-2,0.32,64,0,0,0,10.6,2.7,143,2020-01-05T03:00:00Z,PT60M
-3,0.32,43,0,0,0,10.8,2.6,152,2020-01-05T04:00:00Z,PT60M
-3,0.32,13,0,0,0,11,2.7,157,2020-01-05T05:00:00Z,PT60M
-4,0.38,-22,0,0,0,11.2,2.8,156,2020-01-05T06:00:00Z,PT60M
-4,0.38,-49,0,0,0,11.6,2.7,150,2020-01-05T07:00:00Z,PT60M
-4,0.38,-68,0,0,0,11.7,2.9,141,2020-01-05T08:00:00Z,PT60M
-5,0.38,-82,0,0,0,11.9,3.1,131,2020-01-05T09:00:00Z,PT60M
-5,0.38,-93,0,0,0,13.4,3.3,120,2020-01-05T10:00:00Z,PT60M
-6,0.38,-103,0,0,0,15.6,3.4,110,2020-01-05T11:00:00Z,PT60M
-6,0.38,-113,0,0,0,17,3.7,100,2020-01-05T12:00:00Z,PT60M
-5,0.38,-123,4,0,4,17.8,3.9,90,2020-01-05T13:00:00Z,PT60M
-6,0.38,-134,55,0,55,18.4,4.3,82,2020-01-05T14:00:00Z,PT60M
-6,0.38,-146,105,15,109,18.7,4.8,76,2020-01-05T15:00:00Z,PT60M
-6,0.38,-160,114,0,114,18.7,4.9,71,2020-01-05T16:00:00Z,PT60M
-7,0.38,-174,173,36,187,18.7,4.9,68,2020-01-05T17:00:00Z,PT60M
-7,0.38,171,146,0,146,18.7,5,69,2020-01-05T18:00:00Z,PT60M
-7,0.38,156,175,1,175,18.7,5.2,72,2020-01-05T19:00:00Z,PT60M
-7,0.38,143,71,571,196,18.7,5,77,2020-01-05T20:00:00Z,PT60M
-8,0.38,131,44,53,53,18.7,4.4,84,2020-01-05T21:00:00Z,PT60M
-9,0.38,120,1,0,1,18.7,3.5,93,2020-01-05T22:00:00Z,PT60M
-9,0.38,110,0,0,0,18.7,3.2,102,2020-01-05T23:00:00Z,PT60M
-9,0.38,100,0,0,0,18.4,3.1,112,2020-01-06T00:00:00Z,PT60M
-9,0.38,90,0,0,0,18.2,2.9,123,2020-01-06T01:00:00Z,PT60M
-10,0.38,78,0,0,0,18.2,2.6,133,2020-01-06T02:00:00Z,PT60M
-11,0.38,64,0,0,0,18.2,2.3,143,2020-01-06T03:00:00Z,PT60M
-11,0.38,43,0,0,0,18.2,1.9,152,2020-01-06T04:00:00Z,PT60M
-12,0.38,13,0,0,0,18.2,1.6,157,2020-01-06T05:00:00Z,PT60M
-14,0.39,-21,0,0,0,18.2,1.3,156,2020-01-06T06:00:00Z,PT60M
-15,0.39,-49,0,0,0,18.2,1.3,150,2020-01-06T07:00:00Z,PT60M
-16,0.39,-68,0,0,0,18.2,1.1,141,2020-01-06T08:00:00Z,PT60M
-17,0.39,-81,0,0,0,18.2,1.3,131,2020-01-06T09:00:00Z,PT60M
-17,0.39,-93,0,0,0,19.1,1.5,120,2020-01-06T10:00:00Z,PT60M
-17,0.39,-103,0,0,0,20.4,1.7,110,2020-01-06T11:00:00Z,PT60M
-18,0.39,-112,0,0,0,21,1.8,100,2020-01-06T12:00:00Z,PT60M
-17,0.39,-123,6,0,6,21.4,2.1,90,2020-01-06T13:00:00Z,PT60M
-14,0.39,-134,67,3,67,21.8,2.3,82,2020-01-06T14:00:00Z,PT60M
-11,0.39,-146,129,10,132,22,2.2,75,2020-01-06T15:00:00Z,PT60M
-10,0.39,-160,183,67,206,22,2.2,71,2020-01-06T16:00:00Z,PT60M
-8,0.39,-174,175,92,208,22.1,2.5,68,2020-01-06T17:00:00Z,PT60M
-7,0.39,171,190,0,190,22.2,2.8,69,2020-01-06T18:00:00Z,PT60M
-6,0.39,156,122,0,122,22.3,3,72,2020-01-06T19:00:00Z,PT60M
-6,0.39,143,56,0,56,22.3,3.1,77,2020-01-06T20:00:00Z,PT60M
-6,0.39,131,25,0,25,22.3,3.3,84,2020-01-06T21:00:00Z,PT60M
-6,0.39,120,0,0,0,22.4,3.5,93,2020-01-06T22:00:00Z,PT60M
-5,0.39,110,0,0,0,22.5,3.6,102,2020-01-06T23:00:00Z,PT60M
-5,0.39,100,0,0,0,22.5,3.6,112,2020-01-07T00:00:00Z,PT60M
-5,0.39,90,0,0,0,22.5,3.5,123,2020-01-07T01:00:00Z,PT60M
-6,0.39,78,0,0,0,22.4,2.8,133,2020-01-07T02:00:00Z,PT60M
-7,0.39,64,0,0,0,22.4,2.3,143,2020-01-07T03:00:00Z,PT60M
-7,0.39,43,0,0,0,22.4,1.9,151,2020-01-07T04:00:00Z,PT60M
-7,0.39,13,0,0,0,22.5,1.6,156,2020-01-07T05:00:00Z,PT60M
-7,0.43,-21,0,0,0,22.7,1.7,156,2020-01-07T06:00:00Z,PT60M
-6,0.43,-49,0,0,0,22.8,2,150,2020-01-07T07:00:00Z,PT60M
-6,0.43,-67,0,0,0,23.1,2.9,141,2020-01-07T08:00:00Z,PT60M
-5,0.43,-81,0,0,0,23.3,4.1,131,2020-01-07T09:00:00Z,PT60M
-5,0.43,-92,0,0,0,24.1,4.2,120,2020-01-07T10:00:00Z,PT60M
-5,0.43,-102,0,0,0,25.2,4,110,2020-01-07T11:00:00Z,PT60M
-5,0.43,-112,0,0,0,25.5,4,100,2020-01-07T12:00:00Z,PT60M
-5,0.43,-123,6,35,9,25.4,4,90,2020-01-07T13:00:00Z,PT60M
-5,0.43,-134,65,196,91,25.3,3.6,82,2020-01-07T14:00:00Z,PT60M
-5,0.43,-146,66,660,237,25.3,3.4,75,2020-01-07T15:00:00Z,PT60M
-6,0.43,-160,62,847,344,25.3,3.4,71,2020-01-07T16:00:00Z,PT60M
-5,0.43,-174,67,876,392,25.3,3.1,68,2020-01-07T17:00:00Z,PT60M
-4,0.43,171,203,149,258,25.2,2.9,69,2020-01-07T18:00:00Z,PT60M
-4,0.43,156,152,121,193,25.1,3,71,2020-01-07T19:00:00Z,PT60M
-4,0.43,143,110,34,117,25,2.9,77,2020-01-07T20:00:00Z,PT60M
-5,0.43,131,31,30,36,25,2,84,2020-01-07T21:00:00Z,PT60M
-5,0.43,120,0,0,0,24.9,1.3,92,2020-01-07T22:00:00Z,PT60M
-6,0.43,110,0,0,0,24.9,1.9,102,2020-01-07T23:00:00Z,PT60M
-6,0.43,100,0,0,0,24.5,2.4,112,2020-01-08T00:00:00Z,PT60M
-6,0.43,90,0,0,0,24.1,2.4,122,2020-01-08T01:00:00Z,PT60M
-6,0.43,78,0,0,0,24.1,2.4,133,2020-01-08T02:00:00Z,PT60M
-6,0.43,64,0,0,0,24,2.5,143,2020-01-08T03:00:00Z,PT60M
-6,0.43,43,0,0,0,23.8,2.5,151,2020-01-08T04:00:00Z,PT60M
-6,0.43,14,0,0,0,23.6,2.5,156,2020-01-08T05:00:00Z,PT60M
-5,0.46,-21,0,0,0,23.6,2.5,156,2020-01-08T06:00:00Z,PT60M
-5,0.46,-48,0,0,0,23.5,2.5,150,2020-01-08T07:00:00Z,PT60M
-5,0.46,-67,0,0,0,23.6,2.4,141,2020-01-08T08:00:00Z,PT60M
-5,0.46,-81,0,0,0,23.6,2.3,131,2020-01-08T09:00:00Z,PT60M
-5,0.46,-92,0,0,0,24.2,2.2,120,2020-01-08T10:00:00Z,PT60M
-5,0.46,-102,0,0,0,24.7,2.2,110,2020-01-08T11:00:00Z,PT60M
-5,0.46,-112,0,0,0,24.6,2.2,100,2020-01-08T12:00:00Z,PT60M
-5,0.46,-122,1,0,1,24.5,2.4,90,2020-01-08T13:00:00Z,PT60M
-4,0.46,-134,65,1,65,24.2,2.4,82,2020-01-08T14:00:00Z,PT60M
-4,0.46,-146,146,62,161,24.2,2.3,75,2020-01-08T15:00:00Z,PT60M
-4,0.46,-160,179,12,183,24.3,2.2,71,2020-01-08T16:00:00Z,PT60M
-3,0.46,-174,195,7,197,24.5,2.7,68,2020-01-08T17:00:00Z,PT60M
-2,0.46,171,157,0,157,24.6,3.8,68,2020-01-08T18:00:00Z,PT60M
-2,0.46,157,142,0,142,24.5,4.4,71,2020-01-08T19:00:00Z,PT60M
-2,0.46,143,88,0,88,24.5,4.4,77,2020-01-08T20:00:00Z,PT60M
-2,0.46,131,41,1,42,24.5,4.5,84,2020-01-08T21:00:00Z,PT60M
-3,0.46,120,0,0,0,24.7,4.4,92,2020-01-08T22:00:00Z,PT60M
-4,0.46,110,0,0,0,24.8,4.9,102,2020-01-08T23:00:00Z,PT60M
-4,0.46,100,0,0,0,24.7,5.8,112,2020-01-09T00:00:00Z,PT60M
-4,0.46,90,0,0,0,24.6,6.2,122,2020-01-09T01:00:00Z,PT60M
-5,0.46,78,0,0,0,25,6.2,133,2020-01-09T02:00:00Z,PT60M
-7,0.46,64,0,0,0,25.3,6.1,143,2020-01-09T03:00:00Z,PT60M
-7,0.46,43,0,0,0,25.6,6,151,2020-01-09T04:00:00Z,PT60M
-8,0.46,14,0,0,0,25.9,5.9,156,2020-01-09T05:00:00Z,PT60M
-10,0.48,-20,0,0,0,25.9,5.8,156,2020-01-09T06:00:00Z,PT60M
-10,0.48,-48,0,0,0,26,5.6,150,2020-01-09T07:00:00Z,PT60M
-12,0.48,-67,0,0,0,26,5.4,141,2020-01-09T08:00:00Z,PT60M
-13,0.48,-81,0,0,0,26,5.1,131,2020-01-09T09:00:00Z,PT60M
-14,0.48,-92,0,0,0,25.2,4.5,120,2020-01-09T10:00:00Z,PT60M
-15,0.48,-102,0,0,0,23.9,4.2,110,2020-01-09T11:00:00Z,PT60M
-16,0.48,-112,0,0,0,22.8,4.1,100,2020-01-09T12:00:00Z,PT60M
-16,0.48,-122,5,68,11,22.1,3.9,90,2020-01-09T13:00:00Z,PT60M
-16,0.48,-133,54,374,107,21.7,3.4,82,2020-01-09T14:00:00Z,PT60M
-15,0.48,-146,49,817,258,21.6,3.3,75,2020-01-09T15:00:00Z,PT60M
-15,0.48,-159,56,898,357,21.6,3.1,70,2020-01-09T16:00:00Z,PT60M
-14,0.48,-174,60,923,406,21.6,2.6,68,2020-01-09T17:00:00Z,PT60M
-13,0.48,171,60,916,399,21.6,2.6,68,2020-01-09T18:00:00Z,PT60M
-13,0.48,157,55,872,337,21.6,2.7,71,2020-01-09T19:00:00Z,PT60M
-13,0.48,143,61,654,219,21.6,2.1,76,2020-01-09T20:00:00Z,PT60M
-14,0.48,131,44,181,69,21.5,1.4,84,2020-01-09T21:00:00Z,PT60M
-14,0.48,120,2,10,3,21.5,1.3,92,2020-01-09T22:00:00Z,PT60M
-14,0.48,110,0,0,0,21.5,1.5,102,2020-01-09T23:00:00Z,PT60M
-14,0.48,100,0,0,0,21.1,2,112,2020-01-10T00:00:00Z,PT60M
-13,0.48,90,0,0,0,20.7,2.3,122,2020-01-10T01:00:00Z,PT60M
-12,0.48,78,0,0,0,20.7,2.5,133,2020-01-10T02:00:00Z,PT60M
-12,0.48,64,0,0,0,20.7,3.1,143,2020-01-10T03:00:00Z,PT60M
-11,0.48,43,0,0,0,20.7,3.8,151,2020-01-10T04:00:00Z,PT60M
-10,0.48,14,0,0,0,20.7,4.5,156,2020-01-10T05:00:00Z,PT60M
-9,0.49,-20,0,0,0,20.7,5.3,155,2020-01-10T06:00:00Z,PT60M
-8,0.49,-48,0,0,0,20.7,5.9,150,2020-01-10T07:00:00Z,PT60M
-7,0.49,-67,0,0,0,20.7,6.1,141,2020-01-10T08:00:00Z,PT60M
-6,0.49,-81,0,0,0,20.7,6.1,131,2020-01-10T09:00:00Z,PT60M
-6,0.49,-92,0,0,0,20.3,6,120,2020-01-10T10:00:00Z,PT60M
-6,0.49,-102,0,0,0,19.9,5.9,110,2020-01-10T11:00:00Z,PT60M
-6,0.49,-112,0,0,0,19.8,5.7,100,2020-01-10T12:00:00Z,PT60M
-6,0.49,-122,1,0,1,19.8,5.4,90,2020-01-10T13:00:00Z,PT60M
-5,0.49,-133,42,0,42,19.7,5.4,82,2020-01-10T14:00:00Z,PT60M
-4,0.49,-146,101,0,101,19.6,5.4,75,2020-01-10T15:00:00Z,PT60M
-3,0.49,-159,87,0,87,19.5,5.2,70,2020-01-10T16:00:00Z,PT60M
-2,0.49,-174,108,0,108,19.4,4.6,68,2020-01-10T17:00:00Z,PT60M
-1,0.49,171,101,0,101,19.2,4.1,68,2020-01-10T18:00:00Z,PT60M
-1,0.49,157,85,0,85,19.2,4.2,71,2020-01-10T19:00:00Z,PT60M
-0,0.49,143,76,0,76,19,4.3,76,2020-01-10T20:00:00Z,PT60M
0,0.49,131,30,0,30,18.9,4.1,83,2020-01-10T21:00:00Z,PT60M
1,0.49,120,0,0,0,18.7,3.9,92,2020-01-10T22:00:00Z,PT60M
2,0.49,110,0,0,0,18.6,3.8,101,2020-01-10T23:00:00Z,PT60M
2,0.49,100,0,0,0,18.5,3.8,112,2020-01-11T00:00:00Z,PT60M
2,0.49,90,0,0,0,18.1,3.8,122,2020-01-11T01:00:00Z,PT60M
2,0.49,78,0,0,0,17.8,3.7,132,2020-01-11T02:00:00Z,PT60M
2,0.49,64,0,0,0,17.4,3.5,142,2020-01-11T03:00:00Z,PT60M
2,0.49,43,0,0,0,17.1,3.1,151,2020-01-11T04:00:00Z,PT60M
3,0.49,14,0,0,0,17,2.9,156,2020-01-11T05:00:00Z,PT60M
3,0.25,-20,0,0,0,16.6,2.9,155,2020-01-11T06:00:00Z,PT60M
3,0.25,-47,0,0,0,16.4,3,149,2020-01-11T07:00:00Z,PT60M
3,0.25,-66,0,0,0,16,3.1,141,2020-01-11T08:00:00Z,PT60M
3,0.25,-80,0,0,0,15.8,3.2,131,2020-01-11T09:00:00Z,PT60M
3,0.25,-92,0,0,0,15.2,3.6,120,2020-01-11T10:00:00Z,PT60M
4,0.25,-102,0,0,0,14.5,4,110,2020-01-11T11:00:00Z,PT60M
4,0.25,-112,0,0,0,13.9,4.5,100,2020-01-11T12:00:00Z,PT60M
4,0.25,-122,2,0,2,13.6,5.2,90,2020-01-11T13:00:00Z,PT60M
6,0.25,-133,59,13,61,13.5,5.8,82,2020-01-11T14:00:00Z,PT60M
7,0.25,-146,96,372,195,12.8,6.4,75,2020-01-11T15:00:00Z,PT60M
7,0.25,-159,156,42,170,11.9,6.9,70,2020-01-11T16:00:00Z,PT60M
8,0.25,-174,81,0,81,10.9,7.1,68,2020-01-11T17:00:00Z,PT60M
9,0.25,171,126,0,126,9.8,7.3,68,2020-01-11T18:00:00Z,PT60M
10,0.25,157,59,0,59,8.9,7.2,71,2020-01-11T19:00:00Z,PT60M
10,0.25,143,57,0,57,8,6.2,76,2020-01-11T20:00:00Z,PT60M
9,0.25,131,30,0,30,7.4,4.1,83,2020-01-11T21:00:00Z,PT60M
7,0.25,120,0,0,0,7,2.8,92,2020-01-11T22:00:00Z,PT60M
4,0.25,110,0,0,0,6.8,2.9,101,2020-01-11T23:00:00Z,PT60M
3,0.25,100,0,0,0,7.1,2.9,111,2020-01-12T00:00:00Z,PT60M
2,0.25,90,0,0,0,7.4,3,122,2020-01-12T01:00:00Z,PT60M
1,0.25,78,0,0,0,7.4,3.6,132,2020-01-12T02:00:00Z,PT60M
1,0.25,64,0,0,0,7.6,3.8,142,2020-01-12T03:00:00Z,PT60M
1,0.25,43,0,0,0,7.7,3.7,151,2020-01-12T04:00:00Z,PT60M
1,0.25,14,0,0,0,7.9,3.4,156,2020-01-12T05:00:00Z,PT60M
1,0.38,-19,0,0,0,8.2,3.7,155,2020-01-12T06:00:00Z,PT60M
2,0.38,-47,0,0,0,8.3,4.2,149,2020-01-12T07:00:00Z,PT60M
2,0.38,-66,0,0,0,8.4,4.4,141,2020-01-12T08:00:00Z,PT60M
1,0.38,-80,0,0,0,8.6,4.7,131,2020-01-12T09:00:00Z,PT60M
0,0.38,-91,0,0,0,7.2,4.7,120,2020-01-12T10:00:00Z,PT60M
-0,0.38,-102,0,0,0,4.8,4.6,110,2020-01-12T11:00:00Z,PT60M
-0,0.38,-112,0,0,0,3.8,4.4,100,2020-01-12T12:00:00Z,PT60M
-0,0.38,-122,1,0,1,3.3,4.3,90,2020-01-12T13:00:00Z,PT60M
-0,0.38,-133,35,0,35,3,4,82,2020-01-12T14:00:00Z,PT60M
-1,0.38,-145,101,0,101,2.9,3.7,75,2020-01-12T15:00:00Z,PT60M
-0,0.38,-159,171,0,171,2.9,3.2,70,2020-01-12T16:00:00Z,PT60M
1,0.38,-174,221,0,221,2.8,1.9,68,2020-01-12T17:00:00Z,PT60M
1,0.38,171,233,6,235,2.7,3.8,68,2020-01-12T18:00:00Z,PT60M
-1,0.38,157,201,33,212,2.6,6,71,2020-01-12T19:00:00Z,PT60M
-5,0.38,143,142,20,147,2.4,6.1,76,2020-01-12T20:00:00Z,PT60M
-7,0.38,131,57,0,57,2.4,5.4,83,2020-01-12T21:00:00Z,PT60M
-8,0.38,120,3,0,3,2.7,4.5,92,2020-01-12T22:00:00Z,PT60M
-8,0.38,110,0,0,0,2.9,4,101,2020-01-12T23:00:00Z,PT60M
-7,0.38,100,0,0,0,2.2,3.9,111,2020-01-13T00:00:00Z,PT60M
-7,0.38,90,0,0,0,1.8,3.7,122,2020-01-13T01:00:00Z,PT60M
-7,0.38,78,0,0,0,2.1,3.3,132,2020-01-13T02:00:00Z,PT60M
-8,0.38,63,0,0,0,2.1,2.8,142,2020-01-13T03:00:00Z,PT60M
-8,0.38,43,0,0,0,2.1,2.4,150,2020-01-13T04:00:00Z,PT60M
-8,0.38,14,0,0,0,2.1,2.1,156,2020-01-13T05:00:00Z,PT60M
-8,0.4,-19,0,0,0,2.1,1.9,155,2020-01-13T06:00:00Z,PT60M
-8,0.4,-47,0,0,0,2.1,1.6,149,2020-01-13T07:00:00Z,PT60M
-8,0.4,-66,0,0,0,2.1,1.4,141,2020-01-13T08:00:00Z,PT60M
-8,0.4,-80,0,0,0,2.1,1.2,131,2020-01-13T09:00:00Z,PT60M
-8,0.4,-91,0,0,0,2.4,1.5,120,2020-01-13T10:00:00Z,PT60M
-8,0.4,-101,0,0,0,2.7,1.7,110,2020-01-13T11:00:00Z,PT60M
-8,0.4,-111,0,0,0,2.7,2.1,100,2020-01-13T12:00:00Z,PT60M
-8,0.4,-122,6,57,11,2.7,2.3,90,2020-01-13T13:00:00Z,PT60M
-7,0.4,-133,41,515,117,2.7,2.2,82,2020-01-13T14:00:00Z,PT60M
-6,0.4,-145,117,198,162,2.6,2.2,75,2020-01-13T15:00:00Z,PT60M
-5,0.4,-159,98,0,98,2.6,2.4,70,2020-01-13T16:00:00Z,PT60M
-4,0.4,-174,109,0,109,2.6,2.8,67,2020-01-13T17:00:00Z,PT60M
-3,0.4,171,234,10,238,2.5,2.8,68,2020-01-13T18:00:00Z,PT60M
-3,0.4,157,107,0,107,2.5,2.5,71,2020-01-13T19:00:00Z,PT60M
-3,0.4,143,55,0,55,2.6,1.9,76,2020-01-13T20:00:00Z,PT60M
-4,0.4,131,38,2,38,2.6,1.7,83,2020-01-13T21:00:00Z,PT60M
-4,0.4,120,2,0,2,2.8,1.4,91,2020-01-13T22:00:00Z,PT60M
